username1,username2,link1,link2,comparison_type,ssim,features2d
danzheng,lennax,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack-lennax-2016p2.herokuapp.com/,maps,55.4,77.0
danzheng,analyst1001,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,maps,51.3,45.3
danzheng,chriscoraggio,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-chriscoraggio/google-maps-api-testing.html,maps,57.4,44.5
danzheng,drewatk,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-drewatk/home.html,maps,42.5,44.4
danzheng,kathy789,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-kathy789/home.html,maps,52.3,44.2
danzheng,nathanamorin,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-nathanamorin/home.html,maps,51.3,45.3
danzheng,pptx,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-pptx/home.html,maps,51.3,45.3
danzheng,rkp7,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-rkp7/home.html,maps,51.3,45.3
danzheng,saul97,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-saul97/home.html,maps,51.3,45.3
danzheng,sauravn,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-sauravn/home.html,maps,49.4,84.0
danzheng,thesoupgirl,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-thesoupgirl/home.html,maps,51.3,45.3
danzheng,2016-Purdue-Ironhack-Tutorials,http://blackironhack-danzheng-2016p2.herokuapp.com/,http://rawgit.com/priyankjain/2016-Purdue-Ironhack-Tutorials/master/2016-Purdue-Ironhacks-Tutorial-Project.html,maps,51.3,45.3
lennax,analyst1001,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,maps,47.8,46.4
lennax,chriscoraggio,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-chriscoraggio/google-maps-api-testing.html,maps,47.2,42.1
lennax,drewatk,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-drewatk/home.html,maps,34.0,45.8
lennax,kathy789,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-kathy789/home.html,maps,47.8,44.8
lennax,nathanamorin,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-nathanamorin/home.html,maps,47.8,46.4
lennax,pptx,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-pptx/home.html,maps,47.8,46.4
lennax,rkp7,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-rkp7/home.html,maps,47.8,46.4
lennax,saul97,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-saul97/home.html,maps,47.8,46.4
lennax,sauravn,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-sauravn/home.html,maps,47.6,43.8
lennax,thesoupgirl,http://blackironhack-lennax-2016p2.herokuapp.com/,http://blackironhack2016.herokuapp.com/p2-thesoupgirl/home.html,maps,47.8,46.4
lennax,2016-Purdue-Ironhack-Tutorials,http://blackironhack-lennax-2016p2.herokuapp.com/,http://rawgit.com/priyankjain/2016-Purdue-Ironhack-Tutorials/master/2016-Purdue-Ironhacks-Tutorial-Project.html,maps,47.8,46.4
analyst1001,chriscoraggio,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-chriscoraggio/google-maps-api-testing.html,maps,45.4,43.0
analyst1001,drewatk,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-drewatk/home.html,maps,39.1,100.0
analyst1001,kathy789,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-kathy789/home.html,maps,97.4,100.0
analyst1001,nathanamorin,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-nathanamorin/home.html,maps,100.0,100.0
analyst1001,pptx,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-pptx/home.html,maps,100.0,100.0
analyst1001,rkp7,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-rkp7/home.html,maps,100.0,100.0
analyst1001,saul97,http://blackironhack2016.herokuapp.com/p2-analyst1001/home.html,http://blackironhack2016.herokuapp.com/p2-saul97/home.html,maps,100.0,100.0
